"","id","interes_politica","diario_mas_lee","grupos_influencia_su_opinion","autoposicionamiento_ideologico","autoposicionamiento_partidario","eval_gestion_NK","eval_futura_situacion_pais","progresismo_conservadurismo","nivel_nacionalismo","voto_comparado","voto_anterior_presidencial_2007","voto_anterior_caba_2006","pogr_estado_propietario_empresas","pogr_estado_interventor","cons_universidades_estatales_aranceladas","progr_adopcion_parejas_gay","cons_aumentar_penas","cons_bajar_edad_imputabilidad","pogr_control_precios_estado","sexo","edad","estud","trabajo","distrito","salud","pon","R_interes_politica","R_autoposicionamiento_ideologico","R_eval_gestion_NK","R_progresismo_conservadurismo","R_nacionalismo","R_pogr_estado_propietario_empresas","R_pogr_estado_interventor","R_cons_universidades_estatales_aranceladas","R_progr_adopcion_parejas_gay","R_cons_aumentar_penas","R_cons_bajar_edad_imputabilidad","R_pogr_control_precios_estado"
"150",150,"Bastante interesado","Perfil","Su pareja","No sabe","No sabe","Mala","Peor que ahora","No sabe","Ns/Nc","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"151",151,"Poco interesado","Clarín","Otros grupos","Izquierda","No sabe","Regular positiva","No sabe","Algo progresista","Ns/Nc","Igual que su padre","No sabe","No sabe","No sabe","Muy en desacuerdo","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","18 a 29 años","Secundario","Es estudiante",1," Obra social",2.16767322841093,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","9_NS","9_NS","1_Desacuerdo","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"152",152,"Muy interesado","Clarín","Otros grupos","Izquierda","Socialismo","Regular Negativa","Peor que ahora","Decididamente progresista","Nada nacionalista","Distinto que su padre","En blanco","No sabe","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Trabaja",1," Obra social",0.741682107899907,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"153",153,"Bastante interesado","La Nación",NA,"Derecha","PRO","Regular positiva","Igual que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"154",154,"Muy interesado","Otros","Sus compañeros de estudio","No sabe","Socialismo","Regular Negativa","Peor que ahora","No sabe","Ns/Nc","Distinto que su padre","Roberto Lavagna","No sabe","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"155",155,"Muy interesado","Página 12","Otros grupos","Izquierda","Socialismo","Buena","Mejor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"156",156,"Bastante interesado","La Nación","Su pareja","Derecha","Socialismo","Regular Negativa","No sabe","Algo progresista","Muy nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Mujer","50 a 65años","Secundario","Trabaja",1,"Prepaga",1.24366967665112,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"157",157,"No sabe","Crónica / Diario Popular","Su pareja","No sabe","Peronismo","Buena","Mejor que ahora","No sabe","Ns/Nc","Igual que su padre","Cristina Kirchner","Mauricio Macri","No sabe","No sabe","No sabe","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Primario","Es ama de casa",1,"No tiene cobertura",2.1292731868655,"9_NS","9_NS","2_Positiva","9_NS","9_NS","9_NS","9_NS","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"158",158,"Poco interesado","No lee diarios","Sus amigos","Derecha","PRO","Regular positiva","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Elisa Carrió","En blanco","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.790864523947231,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"159",159,"Nada interesado","Clarín",NA,"Derecha","ARI","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.544356173452499,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"160",160,"Poco interesado","La Nación","Su familia","Centroderecha","PRO","Mala","Peor que ahora","Decididamente progresista","Poco nacionalista","Igual que su padre","Roberto Lavagna","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","18 a 29 años","Secundario","Está desocupado",1," Obra social",1.49202078002418,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"161",161,"Poco interesado","Clarín","Sus amigos","Centroizquierda","Radicalismo","Mala","Mejor que ahora","Decididamente conservadora","Muy nacionalista","Igual que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Mujer","50 a 65años","Primario","Trabaja",1," Obra social",2.1292731868655,"1_No interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"162",162,"Nada interesado","La Nación","Su familia","Centroizquierda","ARI","Regular Negativa","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.425528873642081,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"163",163,"Nada interesado","No lee diarios","No sabe","No sabe","No sabe","Regular positiva","No sabe","Algo conservadora","Poco nacionalista","Distinto que su padre","No sabe","No sabe","Bastante de acuerdo","No sabe","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Secundario","Es jubilado o pensionado",1," Obra social",1.24366967665112,"1_No interesado","9_NS","2_Positiva","2_Progresista","1_No nacionalista","2_Acuerdo","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"164",164,"Bastante interesado","Clarín",NA,"Izquierda","Socialismo","Buena","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Roberto Lavagna","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Algo en desacuerdo","Hombre","50 a 65años","Primario","Trabaja",1,"Prepaga",3.09350147460195,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"165",165,"Muy interesado","Clarín",NA,"Derecha","No sabe","Mala","Peor que ahora","No sabe","Bastante nacionalista","Distinto que su padre","No sabe","No sabe","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","2_Derecha","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"166",166,"Bastante interesado","La Nación","Su familia","Centroderecha","Radicalismo","Regular Negativa","Peor que ahora","Algo conservadora","Poco nacionalista","Ns/Nc","Ricardo López Murphy","Mauricio Macri","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1,"Prepaga",0.390135930420291,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"167",167,"Poco interesado","Clarín","Otros grupos","Centroderecha","Socialismo","Regular Negativa","No sabe","Algo progresista","Bastante nacionalista","Distinto que su padre","En blanco","Mauricio Macri","Muy en desacuerdo","No sabe","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Mujer","66 y más","Secundario","Trabaja",1,"No tiene cobertura",0.784825343662865,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","9_NS","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"168",168,"Poco interesado","No lee diarios","Su pareja","No sabe","Peronismo","Regular Negativa","No sabe","No sabe","Ns/Nc","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","No sabe","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Es ama de casa",1,"Prepaga",0.544356173452499,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"169",169,"Poco interesado","Clarín","Su familia","Centroizquierda","Otros partidos","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","En blanco","En blanco","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Secundario","Trabaja",1," Obra social",2.31141595246858,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"170",170,"Poco interesado","Clarín","Su familia","No sabe","Peronismo","Regular positiva","Igual que ahora","Algo progresista","Muy nacionalista","Ns/Nc","Elisa Carrió","Mauricio Macri","No sabe","Bastante de acuerdo","No sabe","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","66 y más","Primario","Es estudiante",1," Obra social",1.34369084653868,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","9_NS","2_Acuerdo","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"171",171,"Muy interesado","La Nación","Su pareja","Centroderecha","PRO","Regular positiva","Peor que ahora","No sabe","Bastante nacionalista","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"2_Interesado","2_Derecha","2_Positiva","9_NS","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"172",172,"Poco interesado","No lee diarios","Su familia","No sabe","Socialismo","Regular positiva","Igual que ahora","No sabe","Bastante nacionalista","Igual que su padre","En blanco","No sabe","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1,"Prepaga",0.510503660171152,"1_No interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"173",173,"Bastante interesado","Clarín",NA,"No sabe","No sabe","Mala","Peor que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","No sabe","Mauricio Macri","Algo en desacuerdo","No sabe","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","No sabe","Muy de acuerdo","Mujer","50 a 65años","Primario","Es ama de casa",1," Obra social",2.1292731868655,"2_Interesado","9_NS","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","9_NS","2_Acuerdo"
"174",174,"Bastante interesado","Clarín","Sus amigos","Izquierda","Peronismo","Regular positiva","Igual que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"175",175,"Poco interesado","Crónica / Diario Popular","Su familia","Izquierda","Peronismo","Buena","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Otros","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.741682107899907,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"176",176,"Bastante interesado","No lee diarios",NA,"No sabe","PRO","Regular Negativa","Peor que ahora","No sabe","Ns/Nc","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Secundario","Es jubilado o pensionado",1,"Prepaga",1.24366967665112,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"177",177,"Poco interesado","La Nación","Sus amigos","Centroizquierda","Otros partidos","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Roberto Lavagna","Daniel Filmus","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.425528873642081,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"178",178,"Muy interesado","Clarín","Otros grupos","Izquierda","Peronismo","Regular positiva","Mejor que ahora","Decididamente conservadora","Poco nacionalista","Igual que su padre","Cristina Kirchner","Mauricio Macri","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Hombre","50 a 65años","Secundario","Trabaja",1," Obra social",1.80685785289091,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","1_No nacionalista","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"179",179,"Poco interesado","Clarín",NA,"Izquierda","Otros partidos","Regular positiva","Peor que ahora","Decididamente progresista","Nada nacionalista","Ns/Nc","En blanco","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.618227011084154,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"180",180,"Bastante interesado","La Nación",NA,"Centroderecha","PRO","Regular positiva","Igual que ahora","No sabe","Muy nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Muy en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","30 a 49 años","Secundario","Trabaja",1,"Prepaga",2.31141595246858,"2_Interesado","2_Derecha","2_Positiva","9_NS","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"181",181,"No sabe","Clarín","No sabe","No sabe","Peronismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Otros","En blanco","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Secundario","Trabaja",1," Obra social",1.59095964611357,"9_NS","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"182",182,"Muy interesado","Otros","Otros grupos","Centroderecha","Peronismo","Buena","No sabe","Algo progresista","Bastante nacionalista","Igual que su padre","Cristina Kirchner","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.618227011084154,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"183",183,"Bastante interesado","La Nación","Sus amigos","Centroderecha","ARI","Regular Negativa","Peor que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.618227011084154,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
